iter	R2	RMSE
937	0.9946879178	60390.44009
938	0.9946926344	60363.6238
939	0.9946988237	60328.41664
940	0.9947027272	60306.20112
941	0.9947052673	60291.74063
942	0.9947087109	60272.13095
943	0.9947141834	60240.95498
944	0.994727258	60166.40498
945	0.994729057	60156.13976
946	0.9947307798	60146.30836
947	0.9947314306	60142.59358
948	0.9947358429	60117.40444
949	0.9947361014	60115.92824
950	0.9947377508	60106.50904
951	0.9947422512	60080.80181
952	0.9947467922	60054.85074
953	0.9947536305	60015.75005
954	0.9947620777	59967.41503
955	0.9947655902	59947.30498
956	0.9947690075	59927.73301
957	0.9947758934	59888.27669
958	0.9947830275	59847.37053
959	0.9947881731	59817.84927
960	0.9947928265	59791.13871
961	0.9947945766	59781.09058
962	0.9947961598	59771.99858
963	0.9947971945	59766.05576
964	0.9947994898	59752.87089
965	0.9948013037	59742.44939
966	0.9948029201	59733.16107
967	0.9948062849	59713.82112
968	0.9948090137	59698.13187
969	0.9948103266	59690.58225
970	0.9948105955	59689.03573
971	0.9948147986	59664.85851
972	0.9948172063	59651.00463
973	0.994825404	59603.81067
974	0.9948285578	59585.64411
975	0.9948322219	59564.53164
976	0.9948383654	59529.11528
977	0.994842174	59507.14936
978	0.9948459711	59485.24127
979	0.9948465279	59482.02773
980	0.9948507078	59457.90069
981	0.9948522724	59448.86685
982	0.9948537052	59440.59256
983	0.9948552577	59431.62646
984	0.9948610746	59398.0184
985	0.994866476	59366.79439
986	0.9948698076	59347.52747
987	0.9948729206	59329.51861
988	0.9948740864	59322.77282
989	0.9948786077	59296.60448
990	0.9948845883	59261.97171
991	0.9948859347	59254.17228
992	0.9948880565	59241.87872
993	0.9948891517	59235.53226
994	0.9948930208	59213.10668
995	0.9948988479	59179.31549
996	0.9948994307	59175.93468
997	0.9949041241	59148.70247
998	0.9949071624	59131.06698
999	0.9949079717	59126.36835
1000	0.9949124948	59100.10243
1001	0.9949186522	59064.32745
1002	0.9949203241	59054.60955
1003	0.9949235645	59035.77096
1004	0.9949237085	59034.93352
1005	0.9949272619	59014.26786
1006	0.9949281522	59009.08853
1007	0.9949332038	58979.69438
1008	0.994935224	58967.93569
1009	0.9949411399	58933.48672
1010	0.9949433369	58920.68857
1011	0.9949499956	58881.8819
1012	0.9949537156	58860.19065
1013	0.9949593767	58827.16574
1014	0.994961968	58812.04257
1015	0.9949672194	58781.38335
1016	0.9949685102	58773.84462
1017	0.9949694107	58768.58498
1018	0.9949699636	58765.35522
1019	0.9949740735	58741.34275
1020	0.9949761192	58729.38636
1021	0.9949821147	58694.33208
1022	0.9949870258	58665.60288
1023	0.9949935539	58627.39167
1024	0.9949982963	58599.61747
1025	0.9949997009	58591.38896
1026	0.9950055825	58556.91995
1027	0.9950090804	58536.41055
1028	0.9950134089	58511.02171
1029	0.9950140188	58507.44313
1030	0.9950194041	58475.83834
1031	0.9950199278	58472.76378
1032	0.995022821	58455.77621
1033	0.9950266043	58433.55481
1034	0.995032717	58397.63396
1035	0.9950376023	58368.91008
1036	0.9950401552	58353.89422
1037	0.9950435576	58333.87567
1038	0.9950470103	58313.5543
1039	0.9950488732	58302.58694
1040	0.9950519312	58284.57959
1041	0.99505358	58274.86747
1042	0.9950608921	58231.77908
1043	0.9950619801	58225.36522
1044	0.9950628227	58220.39691
1045	0.9950684944	58186.94668
1046	0.9950712285	58170.81457
1047	0.9950749355	58148.93488
1048	0.9950820034	58107.19544
1049	0.9950852004	58088.30566
1050	0.9950878981	58072.3613
1051	0.9950884727	58068.96446
1052	0.9950894811	58063.00324
1053	0.9950914324	58051.46581
1054	0.9950935523	58038.92875
1055	0.9950992284	58005.3473
1056	0.9951029902	57983.08105
1057	0.9951039693	57977.28416
1058	0.9951107146	57937.33255
1059	0.9951134839	57920.92229
1060	0.9951174935	57897.15433
1061	0.9951265254	57843.57851
1062	0.9951283944	57832.486
1063	0.9951302066	57821.72833
1064	0.9951357462	57788.83152
1065	0.9951365532	57784.03779
1066	0.9951392424	57768.06022
1067	0.9951435279	57742.58855
1068	0.9951445235	57736.66947
1069	0.9951460757	57727.44055
1070	0.99514658	57724.44156
1071	0.9951532441	57684.79762
1072	0.995156826	57663.47832
1073	0.9951603803	57642.31562
1074	0.9951633122	57624.85307
1075	0.9951640965	57620.18031
1076	0.9951662803	57607.16917
1077	0.9951700035	57584.97842
1078	0.9951749257	57555.62912
1079	0.9951812841	57517.69367
1080	0.9951855204	57492.40483
1081	0.9951872451	57482.10608
1082	0.9951929193	57448.21116
1083	0.9951981395	57417.00977
1084	0.9952063235	57368.05969
1085	0.995211681	57335.9934
1086	0.9952127703	57329.47109
1087	0.9952134589	57325.34753
1088	0.9952155015	57313.11495
1089	0.9952181705	57297.12685
1090	0.9952198897	57286.82585
1091	0.9952255326	57253.00259
1092	0.9952315704	57216.78981
1093	0.9952379631	57178.42369
1094	0.9952421328	57153.38509
1095	0.9952436357	57144.35814
1096	0.9952483092	57116.27642
1097	0.9952486106	57114.46515
1098	0.9952536844	57083.96208
1099	0.9952583742	57055.75302
1100	0.9952593918	57049.63041
1101	0.9952613117	57038.07654
1102	0.9952637212	57023.57365
1103	0.9952649957	57015.90096
1104	0.995268286	56996.08728
1105	0.9952720666	56973.31359
1106	0.9952748106	56956.77757
1107	0.995275243	56954.17146
1108	0.9952819028	56914.01733
1109	0.9952830321	56907.20587
1110	0.995285814	56890.42242
1111	0.9952910622	56858.746
1112	0.9952950122	56834.89375
1113	0.9952971314	56822.09286
1114	0.9953014242	56796.15305
1115	0.9953052421	56773.07291
1116	0.9953065427	56765.20873
1117	0.995311261	56736.66855
1118	0.9953140759	56719.63516
1119	0.9953180744	56695.43053
1120	0.9953193081	56687.96013
1121	0.9953243382	56657.49235
1122	0.9953272301	56639.96797
1123	0.9953286987	56631.06665
1124	0.9953292791	56627.54824
1125	0.9953313616	56614.92284
1126	0.9953334331	56602.36145
1127	0.9953343282	56596.93278
1128	0.9953379272	56575.09967
1129	0.995341558	56553.0649
1130	0.9953456669	56528.11902
1131	0.9953514257	56493.13682
1132	0.9953532325	56482.15703
1133	0.995360378	56438.7129
1134	0.9953611858	56433.79924
1135	0.9953654211	56408.03121
1136	0.9953701071	56379.50729
1137	0.995375848	56344.54204
1138	0.9953783197	56329.48136
1139	0.9953829868	56301.03235
1140	0.9953881304	56269.66266
1141	0.9953944477	56231.11074
1142	0.995401484	56188.13966
1143	0.9954024444	56182.27187
1144	0.9954032759	56177.1911
1145	0.9954085746	56144.80378
1146	0.9954124283	56121.23689
1147	0.9954139437	56111.96712
1148	0.9954147039	56107.31594
1149	0.9954153483	56103.37336
1150	0.9954159992	56099.39064
1151	0.9954169435	56093.6123
1152	0.9954197378	56076.50906
1153	0.9954206005	56071.2283
1154	0.9954211912	56067.61151
1155	0.9954261496	56037.24572
1156	0.9954273892	56029.65139
1157	0.9954317536	56002.90599
1158	0.9954350053	55982.9705
1159	0.9954403026	55950.47958
1160	0.9954456372	55917.74021
1161	0.9954481035	55902.59808
1162	0.9954534937	55869.48889
1163	0.995457848	55842.72865
1164	0.9954603538	55827.32299
1165	0.9954611298	55822.55131
1166	0.9954632952	55809.23411
1167	0.9954645955	55801.23558
1168	0.9954680839	55779.77153
1169	0.9954723491	55753.51721
1170	0.9954747044	55739.01371
1171	0.9954780109	55718.64646
1172	0.9954819574	55694.32724
1173	0.9954852072	55674.29347
1174	0.99548926	55649.29892
1175	0.9954899656	55644.94618
1176	0.9954930116	55626.15237
1177	0.9954963043	55605.82916
1178	0.9955000156	55582.91325
1179	0.9955002328	55581.57198
1180	0.9955053275	55550.09801
1181	0.9955075265	55536.50702
1182	0.9955084144	55531.01912
1183	0.9955146211	55492.63815
1184	0.9955191757	55464.45645
1185	0.99552109	55452.60725
1186	0.9955228199	55441.89747
1187	0.995525537	55425.07133
1188	0.9955309464	55391.55854
1189	0.9955366623	55356.12401
1190	0.9955394831	55338.62897
1191	0.9955405011	55332.31402
1192	0.9955428946	55317.46308
1193	0.9955430756	55316.33964
1194	0.9955458825	55298.91852
1195	0.9955490353	55279.34372
1196	0.9955531335	55253.88835
1197	0.9955545935	55244.81735
1198	0.9955569827	55229.96963
1199	0.9955614233	55202.36289
1200	0.9955619131	55199.31657
1201	0.9955670662	55167.26118
1202	0.9955675966	55163.96106
1203	0.9955710175	55142.66925
1204	0.9955726802	55132.31752
1205	0.9955728621	55131.1848
1206	0.9955739128	55124.6424
1207	0.9955755391	55114.51383
1208	0.9955790348	55092.73716
1209	0.9955816931	55076.17105
1210	0.9955869229	55043.56551
1211	0.9955917529	55013.43545
1212	0.9955968943	54981.34439
1213	0.9955982072	54973.14712
1214	0.9956021702	54948.39491
1215	0.9956054283	54928.03713
1216	0.9956097634	54900.93818
1217	0.9956150962	54867.58379
1218	0.9956176093	54851.85876
1219	0.9956184767	54846.42999
1220	0.9956232689	54816.42825
1221	0.9956252964	54803.7299
1222	0.9956304281	54771.57744
1223	0.9956324371	54758.98465
1224	0.9956351921	54741.71103
1225	0.99563938	54715.4432
1226	0.9956429509	54693.03559
1227	0.9956472104	54666.29485
1228	0.9956491957	54653.82665
1229	0.9956556364	54613.35877
1230	0.9956566191	54607.18114
1231	0.995657939	54598.88353
1232	0.9956592056	54590.91973
1233	0.9956614161	54577.01797
1234	0.9956666057	54544.36699
1235	0.9956699017	54523.61937
1236	0.9956723794	54508.01837
1237	0.9956727832	54505.47493
1238	0.9956770712	54478.46235
1239	0.995683873	54435.58688
1240	0.9956859692	54422.36655
1241	0.995689239	54401.73824
1242	0.9956947161	54367.16668
1243	0.9956961065	54358.38667
1244	0.9956990955	54339.50802
1245	0.9957034582	54311.94086
1246	0.9957064157	54293.24522
1247	0.995711357	54261.99389
1248	0.9957139978	54245.28527
1249	0.9957173119	54224.30863
1250	0.9957210291	54200.7712
1251	0.9957226532	54190.48474
1252	0.9957265713	54165.65889
1253	0.995728773	54151.70395
1254	0.9957329799	54125.02932
1255	0.9957370552	54099.17654
1256	0.995742838	54062.47048
1257	0.9957471659	54034.98315
1258	0.9957485929	54025.91688
1259	0.9957541761	53990.43022
1260	0.9957574542	53969.58427
1261	0.9957611493	53946.07639
1262	0.9957635345	53930.89655
1263	0.9957675567	53905.2889
1264	0.9957691842	53894.92373
1265	0.9957714646	53880.39716
1266	0.9957745065	53861.0134
1267	0.9957782192	53837.34596
1268	0.9957820254	53813.07185
1269	0.9957860961	53787.09796
1270	0.9957920888	53748.83852
1271	0.9957957826	53725.24247
1272	0.9957973319	53715.34239
1273	0.9958000999	53697.65028
1274	0.995802017	53685.39317
1275	0.9958039152	53673.2544
1276	0.9958070682	53653.08503
1277	0.995810531	53630.92565
1278	0.9958137155	53610.5389
1279	0.9958163219	53593.84677
1280	0.9958172246	53588.06502
1281	0.9958199031	53570.90438
1282	0.9958238468	53545.62743
1283	0.9958258343	53532.88456
1284	0.9958291195	53511.81447
1285	0.9958326347	53489.2596
1286	0.9958370635	53460.82944
1287	0.9958377905	53456.16145
1288	0.9958414772	53432.48166
1289	0.9958445551	53412.70431
1290	0.9958482035	53389.25159
1291	0.9958502986	53375.77904
1292	0.9958506396	53373.58544
1293	0.9958548895	53346.24562
1294	0.9958551433	53344.61234
1295	0.9958575237	53329.29171
1296	0.9958618204	53301.62714
1297	0.9958640858	53287.03604
1298	0.995864114	53286.85427
1299	0.9958681262	53261.00112
1300	0.9958689912	53255.42597
1301	0.9958741662	53222.05836
1302	0.9958764421	53207.37683
1303	0.9958786578	53193.08019
1304	0.9958815075	53174.6869
1305	0.9958849043	53152.7541
1306	0.9958853456	53149.90418
1307	0.9958859816	53145.7959
1308	0.995887326	53137.11193
1309	0.9958902215	53118.40278
1310	0.9958954827	53084.39201
1311	0.9958963636	53078.69524
1312	0.9958993908	53059.1136
1313	0.9959009257	53049.18286
1314	0.9959046244	53025.24335
1315	0.995905497	53019.59379
1316	0.9959056693	53018.47836
1317	0.9959076017	53005.9656
1318	0.9959098808	52991.20353
1319	0.9959126804	52973.06499
1320	0.9959151251	52957.22024
1321	0.9959199766	52925.76302
1322	0.9959216581	52914.8559
1323	0.9959239618	52899.90906
1324	0.9959240282	52899.47818
1325	0.9959284734	52870.62457
1326	0.9959293225	52865.11107
1327	0.9959342376	52833.18612
1328	0.9959380531	52808.38925
1329	0.9959406364	52791.59466
1330	0.9959435561	52772.60561
1331	0.9959470123	52750.11884
1332	0.9959517898	52719.02
1333	0.9959544698	52701.56646
1334	0.9959590569	52671.67956
1335	0.9959636428	52641.78383
1336	0.9959661396	52625.49971
1337	0.9959688485	52607.82649
1338	0.9959726108	52583.27167
1339	0.9959752955	52565.74195
1340	0.9959792435	52539.95384
1341	0.9959816015	52524.54573
1342	0.9959857405	52497.48804
1343	0.9959860968	52495.15802
1344	0.995989247	52474.55453
1345	0.9959941449	52442.50362
1346	0.9959981367	52416.3683
1347	0.9960002786	52402.33896
1348	0.9960010563	52397.24412
1349	0.9960034744	52381.39996
1350	0.9960048469	52372.40463
1351	0.9960082912	52349.82435
1352	0.9960099704	52338.81185
1353	0.9960131937	52317.66725
1354	0.9960133565	52316.59852
1355	0.9960161795	52298.07276
1356	0.9960171396	52291.77027
1357	0.9960199441	52273.35625
1358	0.9960226228	52255.76301
1359	0.996026869	52227.86175
1360	0.9960309108	52201.28921
1361	0.9960330583	52187.16565
1362	0.996036041	52167.54242
1363	0.996036814	52162.45573
1364	0.996041389	52132.33951
1365	0.9960435573	52118.06018
1366	0.9960470587	52094.99305
1367	0.9960499436	52075.98014
1368	0.9960502183	52074.16879
1369	0.9960524331	52059.56725
1370	0.9960552141	52041.22613
1371	0.9960581813	52021.64986
1372	0.9960609179	52003.58882
1373	0.9960619787	51996.58599
1374	0.996065446	51973.69063
1375	0.9960692779	51948.37533
1376	0.9960722266	51928.88703
1377	0.9960747184	51912.41214
1378	0.9960766826	51899.42225
1379	0.9960779869	51890.79485
1380	0.9960817182	51866.10496
1381	0.9960852756	51842.55487
1382	0.996085395	51841.7645
1383	0.996086093	51837.14216
1384	0.9960898951	51811.95841
1385	0.9960929028	51792.02727
1386	0.9960954516	51775.13103
1387	0.9960985023	51754.9004
1388	0.9961011682	51737.2158
1389	0.9961046729	51713.95675
1390	0.9961096635	51680.819
1391	0.9961116839	51667.3968
1392	0.9961152427	51643.74712
1393	0.996115663	51640.9538
1394	0.9961194374	51615.85771
1395	0.9961204133	51609.36701
1396	0.9961240752	51585.00438
1397	0.9961259008	51572.85471
1398	0.9961264933	51568.91067
1399	0.9961295474	51548.57668
1400	0.996131981	51532.36848
1401	0.9961353461	51509.9472
1402	0.9961374089	51496.19856
1403	0.9961389583	51485.86899
1404	0.9961436506	51454.57405
1405	0.9961454918	51442.28961
1406	0.9961476047	51428.18809
1407	0.9961508746	51406.35739
1408	0.9961538696	51386.35407
1409	0.996157028	51365.25066
1410	0.9961594975	51348.74448
1411	0.9961617574	51333.63434
1412	0.9961633453	51323.01486
1413	0.9961684135	51289.10478
1414	0.9961709285	51272.26928
1415	0.9961735657	51254.60952
1416	0.9961740825	51251.14845
1417	0.996177303	51229.57317
1418	0.9961783941	51222.2616
1419	0.9961814397	51201.84701
1420	0.9961826281	51193.87898
1421	0.9961837964	51186.04439
1422	0.9961864274	51168.39668
1423	0.996189259	51149.39706
1424	0.9961906951	51139.75841
1425	0.9961926782	51126.44457
1426	0.9961947786	51112.34033
1427	0.9962015882	51066.58591
1428	0.9962075736	51026.33586
1429	0.9962097934	51011.40038
1430	0.9962122786	50994.67359
1431	0.9962151029	50975.6581
1432	0.9962173707	50960.38381
1433	0.9962209575	50936.21713
1434	0.9962250509	50908.6235
1435	0.9962267978	50896.84268
1436	0.9962287836	50883.44725
1437	0.9962318176	50862.9751
1438	0.9962354628	50838.36739
1439	0.9962375261	50824.43375
1440	0.9962413982	50798.27471
1441	0.9962438081	50781.98701
1442	0.9962450987	50773.26164
1443	0.9962465889	50763.18582
1444	0.9962485597	50749.85694
1445	0.9962504152	50737.30434
1446	0.9962548606	50707.21919
1447	0.9962571124	50691.97281
1448	0.9962595514	50675.4542
1449	0.9962614466	50662.61454
1450	0.996263622	50647.87224
1451	0.9962661486	50630.74514
1452	0.9962690862	50610.82416
1453	0.9962704707	50601.43245
1454	0.9962732002	50582.91241
1455	0.9962769577	50557.40676
1456	0.9962796142	50539.36588
1457	0.9962825518	50519.40957
1458	0.9962834421	50513.35983
1459	0.9962860124	50495.88928
1460	0.9962878915	50483.11365
1461	0.9962894837	50472.28579
1462	0.9962923504	50452.78476
1463	0.9962951656	50433.62664
1464	0.9962979936	50414.37472
1465	0.9962980817	50413.7744
1466	0.9963006792	50396.08456
1467	0.9963029157	50380.84878
1468	0.9963065237	50356.25927
1469	0.996308387	50343.55573
1470	0.9963102757	50330.67536
1471	0.9963127665	50313.68439
1472	0.9963155059	50294.9912
1473	0.9963176719	50280.20501
1474	0.9963197353	50266.11579
1475	0.9963208631	50258.41366
1476	0.9963231374	50242.87707
1477	0.996324233	50235.39135
1478	0.9963287532	50204.4935
1479	0.996330469	50192.76029
1480	0.9963327018	50177.48762
1481	0.9963337973	50169.99246
1482	0.9963356626	50157.22831
1483	0.9963370749	50147.56148
1484	0.9963378397	50142.32606
1485	0.9963379003	50141.91146
1486	0.9963401004	50126.84677
1487	0.9963420974	50113.16945
1488	0.9963447266	50095.15599
1489	0.9963468813	50080.38906
1490	0.9963495556	50062.05477
1491	0.9963495786	50061.89729
1492	0.9963515114	50048.64191
1493	0.996353345	50036.06392
1494	0.9963547232	50026.60813
1495	0.9963566314	50013.5123
1496	0.9963584205	50001.23139
1497	0.9963612936	49981.50291
1498	0.9963634485	49966.70052
1499	0.9963665307	49945.52108
1500	0.9963679191	49935.97784
1501	0.9963708926	49915.53308
1502	0.9963739972	49894.17738
1503	0.9963746764	49889.50432
1504	0.9963758614	49881.35006
1505	0.9963784404	49863.59892
1506	0.9963828405	49833.29843
1507	0.9963835819	49828.19085
1508	0.9963875883	49800.58226
1509	0.9963881849	49796.46982
1510	0.9963898331	49785.1069
1511	0.9963917569	49771.83977
1512	0.9963918127	49771.45525
1513	0.996395529	49745.81723
1514	0.9963987445	49723.62363
1515	0.9964006647	49710.3652
1516	0.9964017699	49702.73288
1517	0.9964053697	49677.86448
1518	0.9964064077	49670.69142
1519	0.996408584	49655.64835
1520	0.9964116307	49634.58195
1521	0.9964149427	49611.67075
1522	0.9964167646	49599.0626
1523	0.9964188883	49584.36262
1524	0.9964198337	49577.8174
1525	0.9964210366	49569.48795
1526	0.9964236119	49551.65016
1527	0.996428834	49515.4606
1528	0.9964305564	49503.51768
1529	0.996431157	49499.35322
1530	0.996435213	49471.21689
1531	0.9964363878	49463.06471
1532	0.9964390771	49444.39757
1533	0.996441525	49427.39919
1534	0.9964431186	49416.33084
1535	0.9964449216	49403.80431
1536	0.9964488981	49376.16635
1537	0.996452043	49354.29733
1538	0.9964535198	49344.02496
1539	0.996454782	49335.24313
1540	0.9964584783	49309.51778
1541	0.9964592594	49304.07982
1542	0.9964602877	49296.9196
1543	0.9964603089	49296.77221
1544	0.9964612204	49290.42482
1545	0.996461264	49290.12094
1546	0.9964640964	49270.39097
1547	0.9964660178	49257.00233
1548	0.9964673977	49247.38494
1549	0.9964685356	49239.45292
1550	0.9964712544	49220.49462
1551	0.9964729128	49208.92764
1552	0.9964729263	49208.83325
1553	0.996473783	49202.85701
1554	0.9964759352	49187.8395
1555	0.9964787898	49167.91327
1556	0.9964809103	49153.10626
1557	0.9964833505	49136.06182
1558	0.996484431	49128.5123
1559	0.9964858438	49118.63981
1560	0.9964867659	49112.19507
1561	0.9964881842	49102.28081
1562	0.9964905106	49086.01394
1563	0.9964923048	49073.46501
1564	0.9964953808	49051.94385
1565	0.9964969599	49040.8917
1566	0.9964989092	49027.24482
1567	0.996500445	49016.49039
1568	0.996501926	49006.11738
1569	0.9965046385	48987.11328
1570	0.9965073561	48968.0664
1571	0.9965090764	48956.00548
1572	0.9965117127	48937.51624
1573	0.9965146871	48916.64797
1574	0.9965163602	48904.90577
1575	0.9965186279	48888.98499
1576	0.9965205534	48875.46367
1577	0.9965217221	48867.25427
1578	0.9965256809	48839.4374
1579	0.996526302	48835.07171
1580	0.9965287372	48817.95121
1581	0.9965313266	48799.73974
1582	0.9965328154	48789.26562
1583	0.9965339752	48781.10483
1584	0.9965368556	48760.8314
1585	0.9965396749	48740.97957
1586	0.9965413141	48729.43341
1587	0.9965434483	48714.3967
1588	0.996544341	48708.10622
1589	0.9965465813	48692.31473
1590	0.9965474743	48686.01889
1591	0.9965494123	48672.35215
1592	0.9965499856	48668.30851
1593	0.9965523398	48651.70104
1594	0.9965529091	48647.68368
1595	0.9965538398	48641.11608
1596	0.996553856	48641.00178
1597	0.9965550922	48632.27701
1598	0.9965563973	48623.0642
1599	0.9965571848	48617.50417
1600	0.9965585639	48607.76512
1601	0.9965606294	48593.17637
1602	0.996562092	48582.84319
1603	0.9965630859	48575.81985
1604	0.9965641318	48568.4283
1605	0.9965659248	48555.7539
1606	0.9965680331	48540.84677
1607	0.9965694957	48530.50242
1608	0.9965718519	48513.83308
1609	0.9965739953	48498.66463
1610	0.9965757034	48486.57281
1611	0.9965772913	48475.32981
1612	0.9965800224	48455.98599
1613	0.9965826148	48437.6167
1614	0.9965834489	48431.70515
1615	0.99658441	48424.89267
1616	0.9965883714	48396.80321
1617	0.9965903977	48382.42848
1618	0.99659251	48367.43978
1619	0.9965938846	48357.68249
1620	0.9965949861	48349.8625
1621	0.9965959697	48342.87929
1622	0.9965987187	48323.35488
1623	0.9965995229	48317.64191
1624	0.9966019299	48300.53804
1625	0.9966045826	48281.68153
1626	0.9966077901	48258.87127
1627	0.9966090764	48249.72107
1628	0.9966109879	48236.11935
1629	0.9966152084	48206.07492
1630	0.9966162024	48198.99587
1631	0.9966180424	48185.88938
1632	0.9966208211	48166.09008
1633	0.9966227118	48152.61365
1634	0.996626805	48123.42438
1635	0.9966273977	48119.19685
1636	0.9966274125	48119.09103
1637	0.9966275037	48118.44005
1638	0.9966306755	48095.80731
1639	0.9966341199	48071.21751
1640	0.9966359525	48058.12934
1641	0.9966384124	48040.55545
1642	0.9966407846	48023.60195
1643	0.996643243	48006.02543
1644	0.9966449918	47993.51914
1645	0.9966472018	47977.70912
1646	0.9966478696	47972.93122
1647	0.9966517095	47945.4462
1648	0.9966522793	47941.36691
1649	0.9966540468	47928.70898
1650	0.9966552652	47919.98204
1651	0.9966601059	47885.29326
1652	0.9966610492	47878.53026
1653	0.9966635242	47860.78188
1654	0.9966676779	47830.98122
1655	0.9966714491	47803.90779
1656	0.9966729014	47793.47839
1657	0.9966746938	47780.60291
1658	0.9966758902	47772.00659
1659	0.996676504	47767.59574
1660	0.9966783074	47754.63385
1661	0.9966794795	47746.20787
1662	0.9966809345	47735.74604
1663	0.9966830281	47720.68819
1664	0.9966848017	47707.9284
1665	0.9966870111	47692.02797
1666	0.9966885108	47681.23282
1667	0.9966907923	47664.80408
1668	0.9966915979	47659.0025
1669	0.9966929002	47649.62139
1670	0.9966947493	47636.29807
1671	0.9966963522	47624.74602
1672	0.9966989763	47605.82795
1673	0.9966995642	47601.58876
1674	0.9967025893	47579.7681
1675	0.9967039064	47570.2652
1676	0.9967069448	47548.33425
1677	0.9967096032	47529.1382
1678	0.9967105271	47522.46454
1679	0.996712915	47505.21266
1680	0.9967149258	47490.68021
1681	0.9967178717	47469.38227
1682	0.9967202549	47452.14521
1683	0.9967219892	47439.59681
1684	0.9967243761	47422.32228
1685	0.9967254849	47414.29543
1686	0.996728489	47392.54084
1687	0.9967298726	47382.51808
1688	0.9967301181	47380.73989
1689	0.9967347233	47347.36308
1690	0.9967355975	47341.02488
1691	0.9967376353	47326.2458
1692	0.9967387611	47318.07941
1693	0.996738934	47316.82487
1694	0.9967408197	47303.14272
1695	0.9967444575	47276.73623
1696	0.9967466318	47260.94615
1697	0.9967477394	47252.90016
1698	0.9967494872	47240.20178
1699	0.996750776	47230.83582
1700	0.996752252	47220.10689
1701	0.9967542875	47205.30702
1702	0.9967549375	47200.58004
1703	0.9967553193	47197.80349
1704	0.9967580671	47177.81407
1705	0.9967587992	47172.4864
1706	0.9967609005	47157.19315
1707	0.9967618447	47150.31896
1708	0.9967639358	47135.09252
1709	0.9967674641	47109.38986
1710	0.996768967	47098.43707
1711	0.9967708231	47084.90745
1712	0.9967723913	47073.47329
1713	0.9967731725	47067.77564
1714	0.9967755947	47050.10708
1715	0.9967777953	47034.04839
1716	0.9967805906	47013.64328
1717	0.9967816543	47005.87561
1718	0.9967855032	46977.75953
1719	0.9967882513	46957.67421
1720	0.9967903974	46941.98312
1721	0.9967913965	46934.6766
1722	0.9967928655	46923.93076
1723	0.9967948208	46909.62465
1724	0.9967975667	46889.52632
1725	0.9967976774	46888.71613
1726	0.9967994221	46875.94144
1727	0.996800904	46865.08777
1728	0.9968020494	46856.69732
1729	0.9968041844	46841.05423
1730	0.9968065924	46823.40361
1731	0.9968079955	46813.11577
1732	0.9968098247	46799.70059
1733	0.9968115457	46787.07584
1734	0.9968125179	46779.94171
1735	0.9968150669	46761.23314
1736	0.9968162056	46752.87377
1737	0.9968191344	46731.36405
1738	0.9968204275	46721.86475
1739	0.9968210938	46716.96915
1740	0.9968222411	46708.53825
1741	0.9968240518	46695.22864
1742	0.9968259979	46680.91986
1743	0.996828001	46666.18752
1744	0.9968295018	46655.14676
1745	0.9968314467	46640.83398
1746	0.996834966	46614.92481
1747	0.9968370652	46599.46373
1748	0.9968426016	46558.66225
1749	0.9968436313	46551.06943
1750	0.9968469604	46526.51385
1751	0.9968488449	46512.60818
1752	0.9968490045	46511.4304
1753	0.9968497643	46505.82188
1754	0.9968527138	46484.04566
1755	0.9968549352	46467.63839
1756	0.9968564389	46456.52891
1757	0.9968577598	46446.76719
1758	0.9968602395	46428.43704
1759	0.9968602512	46428.35044
1760	0.9968625111	46411.63814
1761	0.9968627334	46409.99406
1762	0.9968638298	46401.88424
1763	0.9968663623	46383.14485
1764	0.9968668243	46379.72565
1765	0.9968681226	46370.11543
1766	0.996868945	46364.02688
1767	0.9968710213	46348.65163
1768	0.9968723183	46339.04449
1769	0.9968749761	46319.35175
1770	0.9968750147	46319.06597
1771	0.9968752754	46317.13397
1772	0.9968752853	46317.06041
1773	0.9968757045	46313.95323
1774	0.996876286	46309.64331
1775	0.9968765459	46307.71639
1776	0.9968775464	46300.29901
1777	0.9968782678	46294.95076
1778	0.9968798774	46283.01364
1779	0.9968808937	46275.47514
1780	0.9968834305	46256.6534
1781	0.9968859975	46237.59979
1782	0.9968868981	46230.91309
1783	0.9968877439	46224.63221
1784	0.9968886307	46218.04641
1785	0.9968888951	46216.08252
1786	0.996889726	46209.91047
1787	0.9968917482	46194.88564
1788	0.9968929193	46186.18286
1789	0.9968929694	46185.81018
1790	0.9968945064	46174.38547
1791	0.9968960017	46163.26733
1792	0.9968973804	46153.01422
1793	0.9968999419	46133.95849
1794	0.9969018317	46119.89415
1795	0.9969028408	46112.38315
1796	0.9969069388	46081.86624
1797	0.9969101191	46058.16914
1798	0.9969107024	46053.82172
1799	0.9969113736	46048.81813
1800	0.9969117829	46045.76696
1801	0.9969135402	46032.66471
1802	0.9969150989	46021.03958
1803	0.9969171305	46005.88316
1804	0.9969176668	46001.88158
1805	0.9969193054	45989.65222
1806	0.996921447	45973.66403
1807	0.9969215829	45972.64977
1808	0.9969227726	45963.76508
1809	0.9969227818	45963.69657
1810	0.996922931	45962.58187
1811	0.9969252162	45945.51216
1812	0.9969264196	45936.52028
1813	0.9969287174	45919.34597
1814	0.9969287265	45919.27794
1815	0.9969287798	45918.87894
1816	0.9969300896	45909.08639
1817	0.9969310232	45902.10493
1818	0.9969311287	45901.31599
1819	0.9969340898	45879.16586
1820	0.9969349334	45872.85363
