iter	R2	RMSE
1821	0.9969358932	45865.67078
1822	0.9969369083	45858.07292
1823	0.9969384154	45846.79019
1824	0.9969384657	45846.41333
1825	0.9969408961	45828.21217
1826	0.9969433232	45810.02886
1827	0.9969444841	45801.32842
1828	0.9969457243	45792.03273
1829	0.9969472994	45780.22331
1830	0.9969485697	45770.69766
1831	0.9969485798	45770.62159
1832	0.9969485861	45770.57446
1833	0.996950455	45756.55531
1834	0.9969525902	45740.53433
1835	0.9969547644	45724.21454
1836	0.9969565855	45710.54012
1837	0.996958513	45696.06286
1838	0.9969598389	45686.1012
1839	0.9969619347	45670.35135
1840	0.9969629792	45662.4998
1841	0.9969637877	45656.4216
1842	0.9969643784	45651.97978
1843	0.9969664877	45636.11701
1844	0.996967302	45629.99092
1845	0.9969683723	45621.93855
1846	0.9969700226	45609.51929
1847	0.9969729825	45587.23672
1848	0.9969731652	45585.86126
1849	0.9969744827	45575.93873
1850	0.9969745059	45575.76405
1851	0.9969766074	45559.93306
1852	0.9969775174	45553.07557
1853	0.9969781011	45548.67733
1854	0.9969789193	45542.51034
1855	0.9969794519	45538.49542
1856	0.9969794577	45538.45217
1857	0.9969804951	45530.63125
1858	0.9969817119	45521.45611
1859	0.9969832012	45510.22448
1860	0.9969854221	45493.46916
1861	0.9969883516	45471.35949
1862	0.9969911651	45450.11414
1863	0.9969922776	45441.71085
1864	0.9969926094	45439.2044
1865	0.9969936827	45431.09537
1866	0.9969964659	45410.06099
1867	0.9969980913	45397.77252
1868	0.9969999008	45384.08785
1869	0.9970002061	45381.77852
1870	0.9970018342	45369.46145
1871	0.9970019328	45368.71559
1872	0.9970019403	45368.65905
1873	0.9970033303	45358.14034
1874	0.9970064053	45334.86211
1875	0.9970067872	45331.97061
1876	0.9970095455	45311.0789
1877	0.9970102623	45305.64817
1878	0.9970110532	45299.65507
1879	0.9970123248	45290.01776
1880	0.9970132347	45283.12056
1881	0.9970151878	45268.31253
1882	0.9970163353	45259.61049
1883	0.997018311	45244.62275
1884	0.9970197504	45233.70065
1885	0.9970207376	45226.20868
1886	0.9970235506	45204.85186
1887	0.9970257921	45187.82772
1888	0.997027568	45174.33495
1889	0.997028766	45165.23055
1890	0.9970300877	45155.18372
1891	0.9970312034	45146.70164
1892	0.9970321232	45139.70711
1893	0.9970343634	45122.66765
1894	0.9970354678	45114.26517
1895	0.9970361935	45108.74319
1896	0.9970379144	45095.64538
1897	0.9970379429	45095.42847
1898	0.997038004	45094.96272
1899	0.9970390485	45087.01124
1900	0.9970403264	45077.28084
1901	0.9970429394	45057.37756
1902	0.9970429473	45057.3179
1903	0.9970446922	45044.0217
1904	0.997046218	45032.39272
1905	0.9970494793	45007.52549
1906	0.9970510914	44995.22781
1907	0.9970519122	44988.96535
1908	0.997054476	44969.3992
1909	0.9970567586	44951.97144
1910	0.9970569449	44950.54851
1911	0.9970588173	44936.24713
1912	0.9970588309	44936.14385
1913	0.9970599059	44927.93052
1914	0.9970599475	44927.61318
1915	0.9970613803	44916.66438
1916	0.9970621541	44910.74975
1917	0.9970628318	44905.56973
1918	0.9970638252	44897.97533
1919	0.9970648163	44890.39726
1920	0.9970672784	44871.56575
1921	0.9970686464	44861.09864
1922	0.9970702138	44849.10346
1923	0.9970702253	44849.01562
1924	0.9970733969	44824.7335
1925	0.9970734042	44824.67756
1926	0.9970739189	44820.73582
1927	0.9970758997	44805.56288
1928	0.9970768628	44798.18297
1929	0.9970790573	44781.36464
1930	0.9970802246	44772.41528
1931	0.9970826283	44753.98223
1932	0.997083247	44749.23603
1933	0.9970832637	44749.10829
1934	0.9970849428	44736.22564
1935	0.9970856328	44730.93128
1936	0.9970861146	44727.23368
1937	0.9970874255	44717.1709
1938	0.9970903969	44694.35506
1939	0.9970910347	44689.4561
1940	0.9970920857	44681.38239
1941	0.9970938435	44667.87561
1942	0.997095344	44656.34282
1943	0.9970966829	44646.04952
1944	0.9970978836	44636.81638
1945	0.9971007302	44614.92005
1946	0.997103243	44595.5816
1947	0.9971055238	44578.0221
1948	0.9971069638	44566.93181
1949	0.9971083533	44556.2279
1950	0.9971095706	44546.84834
1951	0.9971109264	44536.39962
1952	0.9971128577	44521.51136
1953	0.9971146212	44507.912
1954	0.997116215	44495.61807
1955	0.9971186564	44476.77851
1956	0.9971202959	44464.12316
1957	0.9971214131	44455.49757
1958	0.9971231345	44442.20324
1959	0.9971246065	44430.83213
1960	0.9971263591	44417.28906
1961	0.9971273783	44409.41136
1962	0.9971285229	44400.56317
1963	0.9971288632	44397.93266
1964	0.9971302096	44387.52124
1965	0.997131416	44378.19039
1966	0.9971335262	44361.86426
1967	0.9971335646	44361.56689
1968	0.9971353631	44347.64846
1969	0.9971383076	44324.85019
1970	0.9971394706	44315.84233
1971	0.9971410839	44303.34378
1972	0.9971432053	44286.90379
1973	0.9971445339	44276.60464
1974	0.9971463495	44262.52561
1975	0.9971470939	44256.75199
1976	0.9971478386	44250.9759
1977	0.9971478468	44250.91191
1978	0.9971484151	44246.50361
1979	0.997148421	44246.45736
1980	0.9971498185	44235.6143
1981	0.9971527064	44213.19809
1982	0.9971547809	44197.08853
1983	0.9971556339	44190.46236
1984	0.9971562779	44185.45948
1985	0.9971592613	44162.27561
1986	0.997160874	44149.73863
1987	0.9971622958	44138.68258
1988	0.9971652737	44115.51641
1989	0.9971685044	44090.37014
1990	0.9971698208	44080.12006
1991	0.9971721665	44061.84923
1992	0.9971736644	44050.17794
1993	0.9971750767	44039.17086
1994	0.9971761201	44031.03706
1995	0.9971780131	44016.27605
1996	0.9971792004	44007.01573
1997	0.9971804445	43997.30991
1998	0.9971808814	43993.90081
1999	0.9971831422	43976.25692
