iter	Passed	Remaining
403	11574	45725
404	11594	45661
405	11614	45597
406	11638	45551
407	11673	45551
408	11716	45575
409	11755	45589
410	11797	45612
411	11833	45610
412	11875	45631
413	11921	45670
414	11948	45633
415	11975	45598
416	12000	45557
417	12027	45520
418	12052	45476
419	12078	45436
420	12100	45385
421	12128	45352
422	12177	45399
423	12208	45380
424	12246	45382
425	12277	45361
426	12304	45329
427	12331	45291
428	12371	45305
429	12400	45275
430	12429	45248
431	12462	45234
432	12493	45213
433	12522	45186
434	12559	45184
435	12597	45189
436	12630	45174
437	12663	45160
438	12693	45136
439	12720	45100
440	12753	45085
441	12790	45085
442	12822	45067
443	12864	45085
444	12909	45110
445	12950	45122
446	13000	45167
447	13046	45195
448	13082	45190
449	13130	45226
450	13175	45253
451	13212	45250
452	13253	45261
453	13278	45217
454	13301	45166
455	13326	45123
456	13358	45101
457	13402	45124
458	13444	45138
459	13479	45128
460	13525	45153
461	13570	45175
462	13616	45202
463	13653	45199
464	13694	45207
465	13726	45184
466	13755	45155
467	13785	45125
468	13814	45096
469	13844	45069
470	13880	45058
471	13924	45078
472	13954	45048
473	13985	45024
474	14026	45031
475	14065	45032
476	14095	45005
477	14136	45012
478	14160	44964
479	14183	44913
480	14213	44887
481	14242	44855
482	14270	44819
483	14301	44794
484	14344	44807
485	14371	44770
486	14395	44724
487	14425	44694
488	14449	44647
489	14471	44596
490	14501	44569
491	14538	44562
492	14563	44517
493	14594	44493
494	14618	44446
495	14642	44399
496	14664	44348
497	14687	44298
498	14728	44302
499	14752	44258
500	14782	44228
501	14827	44245
502	14877	44276
503	14929	44314
504	14974	44329
505	15011	44323
506	15039	44286
507	15066	44249
508	15091	44206
509	15114	44158
510	15146	44136
511	15182	44124
512	15206	44078
513	15229	44029
514	15254	43987
515	15285	43959
516	15312	43923
517	15336	43877
518	15368	43855
519	15403	43840
520	15427	43795
521	15450	43745
522	15473	43697
523	15521	43720
524	15555	43704
525	15606	43733
526	15650	43743
527	15694	43753
528	15735	43754
529	15788	43791
530	15835	43808
531	15875	43807
532	15915	43804
533	15957	43807
534	15987	43779
535	16029	43781
536	16065	43769
537	16095	43738
538	16129	43720
539	16177	43738
540	16222	43750
541	16272	43773
542	16317	43784
543	16357	43779
544	16396	43775
545	16425	43741
546	16453	43704
547	16484	43678
548	16527	43683
549	16551	43636
550	16574	43587
551	16598	43539
552	16635	43530
553	16669	43508
554	16701	43484
555	16739	43474
556	16765	43434
557	16789	43387
558	16812	43339
559	16835	43290
560	16867	43266
561	16897	43235
562	16942	43242
563	16980	43233
564	17007	43195
565	17030	43148
566	17059	43114
567	17088	43082
568	17111	43034
569	17134	42986
570	17172	42977
571	17212	42970
572	17244	42945
573	17273	42911
574	17299	42873
575	17322	42826
576	17351	42791
577	17375	42746
578	17418	42750
579	17459	42744
580	17497	42735
581	17531	42713
582	17563	42687
583	17606	42690
584	17646	42684
585	17676	42652
586	17707	42623
587	17736	42591
588	17764	42556
589	17798	42535
590	17847	42549
591	17888	42546
592	17920	42520
593	17953	42495
594	17985	42470
595	18038	42492
596	18084	42500
597	18124	42491
598	18166	42490
599	18211	42493
600	18254	42491
601	18288	42471
602	18335	42479
603	18388	42500
604	18432	42501
605	18478	42506
606	18519	42501
607	18556	42483
608	18580	42439
609	18614	42416
610	18656	42413
611	18694	42398
612	18737	42395
613	18782	42397
614	18817	42378
615	18841	42332
616	18872	42303
617	18917	42303
618	18965	42312
619	19005	42301
620	19041	42282
621	19078	42267
622	19112	42243
623	19135	42197
624	19185	42208
625	19230	42208
626	19261	42178
627	19290	42144
628	19320	42111
629	19352	42083
630	19381	42050
631	19434	42067
632	19466	42038
633	19489	41992
634	19513	41945
635	19537	41901
636	19560	41854
637	19583	41807
638	19606	41760
639	19630	41714
640	19665	41693
641	19694	41660
642	19722	41622
643	19752	41591
644	19775	41543
645	19798	41497
646	19821	41450
647	19844	41404
648	19871	41366
649	19911	41354
650	19935	41309
651	19957	41262
652	19981	41217
653	20003	41169
654	20029	41128
655	20059	41097
656	20102	41092
657	20144	41084
658	20175	41054
659	20203	41019
660	20234	40988
661	20263	40956
662	20294	40925
663	20352	40950
664	20386	40925
665	20410	40883
666	20434	40837
667	20456	40790
668	20479	40745
669	20502	40699
670	20525	40653
671	20548	40608
672	20587	40593
673	20611	40549
674	20633	40503
675	20656	40458
676	20680	40413
677	20702	40367
678	20724	40320
679	20747	40274
680	20770	40230
681	20803	40203
682	20832	40170
683	20856	40128
684	20885	40093
685	20917	40066
686	20949	40039
687	20981	40010
688	21020	39996
689	21056	39977
690	21084	39941
691	21108	39898
692	21131	39854
693	21153	39808
694	21177	39764
695	21199	39718
696	21225	39678
697	21261	39660
698	21284	39615
699	21307	39570
700	21331	39527
701	21354	39483
702	21377	39439
703	21399	39395
704	21422	39350
705	21462	39337
706	21484	39292
707	21507	39248
708	21530	39205
709	21553	39160
710	21576	39116
711	21599	39073
712	21622	39029
713	21645	38985
714	21673	38951
715	21705	38925
716	21729	38882
717	21752	38839
718	21776	38797
719	21799	38754
720	21822	38711
721	21847	38672
722	21871	38630
723	21911	38617
724	21940	38585
725	21973	38558
726	22003	38528
727	22027	38486
728	22049	38442
729	22072	38400
730	22096	38358
731	22141	38353
732	22172	38325
733	22194	38281
734	22217	38238
735	22240	38195
736	22263	38152
737	22285	38108
738	22307	38065
739	22330	38022
740	22366	38001
741	22389	37959
742	22413	37918
743	22435	37875
744	22459	37834
745	22481	37791
746	22504	37747
747	22527	37706
748	22550	37664
749	22582	37637
750	22614	37609
751	22637	37568
752	22659	37525
753	22682	37483
754	22705	37441
755	22728	37399
756	22750	37356
757	22773	37315
758	22809	37295
759	22839	37264
760	22862	37223
761	22885	37181
762	22908	37139
763	22931	37098
764	22954	37057
765	22977	37015
766	22999	36973
767	23030	36944
768	23062	36918
769	23086	36878
770	23109	36836
771	23132	36795
772	23155	36755
773	23178	36713
774	23200	36672
775	23223	36630
776	23255	36604
777	23284	36573
778	23308	36533
779	23331	36493
780	23355	36453
781	23379	36415
782	23402	36374
783	23425	36332
784	23448	36292
785	23479	36265
786	23513	36240
787	23536	36200
788	23559	36160
789	23591	36134
790	23614	36093
791	23637	36052
792	23661	36014
793	23689	35982
794	23725	35960
795	23748	35920
796	23771	35880
797	23794	35840
798	23820	35805
799	23843	35765
800	23866	35725
801	23889	35684
802	23930	35671
803	23953	35633
804	23976	35592
805	23999	35552
806	24021	35511
807	24044	35471
808	24068	35432
809	24090	35392
810	24124	35368
811	24155	35341
812	24186	35312
813	24209	35273
814	24232	35233
815	24255	35194
816	24278	35154
817	24301	35115
818	24323	35075
819	24362	35057
820	24387	35022
821	24410	34983
822	24433	34943
823	24456	34903
824	24478	34863
825	24502	34825
826	24524	34785
827	24548	34747
828	24580	34720
829	24608	34689
830	24631	34650
831	24654	34610
832	24681	34577
833	24704	34538
834	24726	34499
835	24749	34459
836	24771	34419
837	24805	34395
838	24832	34362
839	24855	34323
840	24877	34284
841	24901	34246
842	24923	34207
843	24946	34168
844	24969	34129
845	24991	34090
846	25022	34062
847	25051	34032
848	25074	33993
849	25096	33954
850	25120	33916
851	25142	33877
852	25165	33839
853	25187	33800
854	25210	33761
855	25248	33743
856	25274	33709
857	25297	33671
858	25320	33632
859	25343	33594
860	25366	33556
861	25389	33518
862	25411	33480
863	25434	33441
864	25466	33414
865	25495	33385
866	25517	33346
867	25541	33309
868	25564	33271
869	25587	33233
870	25610	33196
871	25632	33158
872	25655	33119
873	25658	33056
874	25698	33040
875	25722	33005
876	25746	32967
877	25768	32929
878	25798	32901
879	25822	32864
880	25844	32826
881	25867	32788
882	25889	32750
883	25927	32732
884	25953	32697
885	25975	32660
886	25998	32622
887	26021	32585
888	26044	32548
889	26067	32511
890	26103	32490
891	26126	32453
892	26161	32430
893	26188	32398
894	26211	32361
895	26233	32323
896	26256	32286
897	26279	32249
898	26302	32212
899	26325	32175
900	26360	32153
901	26385	32118
902	26408	32082
903	26431	32045
904	26454	32009
905	26485	31981
906	26509	31945
907	26532	31908
908	26554	31871
909	26596	31856
910	26620	31821
911	26642	31784
912	26665	31747
913	26688	31710
914	26711	31674
915	26733	31636
916	26756	31600
917	26781	31565
918	26808	31534
919	26844	31512
920	26866	31475
921	26903	31454
922	26940	31435
923	26963	31398
924	26986	31362
925	27009	31325
926	27050	31310
927	27097	31302
928	27138	31287
929	27166	31255
930	27189	31219
931	27212	31182
932	27234	31146
933	27265	31118
934	27305	31102
935	27328	31065
936	27351	31028
937	27374	30992
938	27397	30956
939	27419	30920
940	27442	30883
941	27466	30848
942	27518	30845
943	27541	30809
944	27564	30772
945	27587	30736
946	27609	30700
947	27632	30663
948	27654	30627
949	27685	30600
950	27721	30578
951	27745	30542
952	27769	30508
953	27792	30473
954	27815	30436
955	27837	30400
956	27860	30364
957	27886	30331
958	27932	30320
959	27955	30285
960	27978	30249
961	28002	30214
962	28025	30179
963	28048	30143
964	28071	30107
965	28093	30071
966	28116	30035
967	28147	30008
968	28180	29983
969	28216	29962
970	28252	29940
971	28280	29910
972	28304	29875
973	28327	29839
974	28353	29807
975	28391	29787
976	28414	29752
977	28436	29716
978	28460	29681
979	28483	29646
980	28507	29611
981	28529	29575
982	28552	29540
983	28599	29529
984	28624	29495
985	28647	29460
986	28669	29425
987	28692	29389
988	28715	29353
989	28738	29318
990	28764	29287
991	28787	29251
992	28824	29231
993	28850	29198
994	28873	29163
995	28897	29129
996	28921	29095
997	28945	29061
998	28968	29026
999	28992	28992
1000	29014	28956
1001	29050	28934
1002	29075	28901
1003	29099	28868
1004	29122	28832
1005	29145	28797
1006	29168	28762
1007	29191	28728
1008	29215	28694
1009	29238	28659
1010	29266	28629
1011	29297	28602
1012	29321	28568
1013	29344	28534
1014	29367	28499
1015	29390	28465
1016	29419	28435
1017	29447	28406
1018	29470	28371
1019	29512	28355
1020	29535	28320
1021	29558	28286
1022	29582	28252
1023	29605	28217
1024	29627	28182
1025	29650	28147
1026	29680	28120
1027	29713	28095
1028	29740	28064
1029	29763	28029
1030	29787	27995
1031	29809	27961
1032	29832	27926
1033	29855	27891
1034	29877	27857
1035	29917	27838
1036	29941	27804
1037	29964	27770
1038	29987	27736
1039	30011	27702
1040	30034	27668
1041	30057	27634
1042	30080	27599
1043	30102	27565
1044	30132	27536
1045	30163	27510
1046	30186	27476
1047	30209	27441
1048	30232	27408
1049	30256	27374
1050	30278	27340
1051	30301	27305
1052	30335	27282
1053	30378	27265
1054	30401	27231
1055	30424	27197
1056	30447	27163
1057	30469	27129
1058	30493	27095
1059	30517	27062
1060	30546	27034
1061	30583	27012
1062	30606	26978
1063	30629	26944
1064	30653	26911
1065	30675	26877
1066	30698	26843
1067	30721	26809
1068	30746	26777
1069	30784	26756
1070	30808	26723
1071	30831	26690
1072	30855	26656
1073	30878	26623
1074	30901	26589
1075	30923	26555
1076	30946	26521
1077	30984	26500
1078	31009	26468
1079	31034	26436
1080	31057	26403
1081	31080	26369
1082	31103	26336
1083	31126	26302
1084	31148	26268
1085	31171	26234
1086	31200	26206
1087	31232	26180
1088	31256	26147
1089	31279	26113
1090	31302	26080
1091	31325	26047
1092	31349	26014
1093	31371	25980
1094	31394	25947
1095	31437	25930
1096	31463	25899
1097	31486	25865
1098	31509	25832
1099	31532	25799
1100	31555	25765
1101	31577	25732
1102	31600	25699
1103	31623	25665
1104	31653	25637
1105	31687	25613
1106	31713	25582
1107	31736	25549
1108	31759	25516
1109	31781	25482
1110	31804	25449
1111	31827	25415
1112	31850	25382
1113	31895	25367
1114	31929	25343
1115	31952	25309
1116	31975	25276
1117	31998	25243
1118	32020	25210
1119	32043	25177
1120	32066	25144
1121	32093	25113
1122	32134	25094
1123	32159	25064
1124	32182	25030
1125	32205	24997
1126	32228	24965
1127	32251	24932
1128	32274	24899
1129	32301	24869
1130	32339	24847
1131	32362	24815
1132	32385	24782
1133	32409	24750
1134	32432	24717
1135	32455	24684
1136	32477	24651
1137	32500	24618
1138	32532	24592
1139	32562	24565
1140	32588	24534
1141	32611	24501
1142	32634	24468
1143	32656	24435
1144	32679	24402
1145	32702	24369
1146	32725	24337
1147	32756	24310
1148	32790	24286
1149	32813	24253
1150	32836	24221
1151	32860	24188
1152	32883	24156
1153	32905	24123
1154	32928	24090
1155	32951	24057
1156	32987	24035
1157	33013	24004
1158	33036	23972
1159	33059	23939
1160	33082	23907
1161	33105	23874
1162	33127	23841
1163	33150	23809
1164	33173	23776
1165	33202	23748
1166	33233	23722
1167	33256	23689
1168	33279	23657
1169	33302	23624
1170	33325	23592
1171	33348	23559
1172	33370	23527
1173	33393	23494
1174	33425	23468
1175	33454	23440
1176	33476	23407
1177	33498	23375
1178	33521	23342
1179	33544	23310
1180	33567	23278
1181	33589	23245
1182	33612	23213
1183	33650	23191
1184	33677	23161
1185	33701	23130
1186	33723	23097
1187	33747	23066
1188	33769	23033
1189	33792	23001
1190	33815	22969
1191	33837	22937
1192	33877	22916
1193	33907	22888
1194	33930	22856
1195	33953	22824
1196	33976	22793
1197	33999	22760
1198	34021	22728
1199	34044	22696
1200	34067	22664
1201	34097	22637
1202	34130	22611
1203	34154	22580
1204	34176	22548
1205	34200	22516
1206	34222	22484
1207	34245	22452
1208	34267	22420
1209	34290	22387
1210	34324	22363
1211	34351	22334
1212	34374	22302
1213	34396	22270
1214	34420	22238
1215	34443	22206
1216	34466	22175
1217	34489	22143
1218	34511	22111
1219	34547	22087
1220	34572	22057
1221	34595	22025
1222	34617	21993
1223	34641	21962
1224	34664	21930
1225	34688	21899
1226	34711	21867
1227	34734	21836
1228	34761	21807
1229	34795	21782
1230	34818	21751
1231	34841	21719
1232	34864	21687
1233	34887	21656
1234	34910	21624
1235	34933	21593
1236	34955	21561
1237	34999	21542
1238	35023	21511
1239	35046	21480
1240	35069	21448
1241	35092	21417
1242	35114	21385
1243	35138	21354
1244	35161	21322
1245	35184	21291
1246	35215	21265
1247	35251	21241
1248	35274	21209
1249	35297	21178
1250	35320	21147
1251	35343	21115
1252	35365	21084
1253	35388	21052
1254	35411	21021
1255	35452	21000
1256	35478	20970
1257	35500	20939
1258	35523	20907
1259	35546	20876
1260	35569	20845
1261	35593	20814
1262	35619	20785
1263	35642	20753
1264	35676	20729
1265	35709	20703
1266	35733	20672
1267	35755	20641
1268	35779	20610
1269	35801	20579
1270	35824	20547
1271	35847	20516
1272	35869	20484
1273	35906	20461
1274	35933	20432
1275	35956	20401
1276	35979	20370
1277	36002	20339
1278	36025	20308
1279	36048	20277
1280	36071	20246
1281	36094	20215
1282	36127	20189
1283	36157	20162
1284	36180	20131
1285	36203	20100
1286	36227	20070
1287	36250	20038
1288	36272	20007
1289	36295	19976
1290	36318	19945
1291	36351	19920
1292	36386	19895
1293	36409	19864
1294	36431	19833
1295	36454	19802
1296	36477	19771
1297	36500	19740
1298	36523	19709
1299	36545	19678
1300	36586	19656
1301	36611	19627
1302	36634	19596
1303	36657	19565
1304	36681	19535
1305	36704	19504
1306	36727	19473
1307	36750	19442
1308	36773	19412
1309	36802	19384
1310	36837	19359
1311	36862	19330
1312	36885	19299
1313	36908	19268
1314	36930	19237
1315	36953	19206
1316	36976	19176
1317	36999	19145
1318	37038	19122
1319	37062	19092
1320	37084	19061
1321	37107	19030
1322	37131	19000
1323	37153	18969
1324	37176	18939
1325	37199	18908
1326	37222	18877
1327	37252	18850
1328	37284	18824
1329	37307	18793
1330	37329	18763
1331	37352	18732
1332	37375	18701
1333	37398	18671
1334	37421	18640
1335	37444	18610
1336	37480	18586
1337	37506	18557
1338	37529	18526
1339	37551	18495
1340	37575	18465
1341	37597	18434
1342	37621	18404
1343	37645	18374
1344	37667	18343
1345	37695	18315
1346	37727	18289
1347	37750	18259
1348	37773	18228
1349	37796	18198
1350	37819	18168
1351	37842	18137
1352	37864	18106
1353	37887	18076
1354	37922	18051
1355	37948	18022
1356	37972	17992
1357	37994	17962
1358	38018	17932
1359	38040	17901
1360	38063	17871
1361	38086	17840
1362	38117	17814
1363	38155	17791
1364	38181	17762
1365	38204	17731
1366	38227	17701
1367	38250	17671
1368	38273	17640
1369	38295	17610
1370	38318	17580
1371	38341	17549
1372	38370	17522
1373	38404	17497
1374	38428	17467
1375	38450	17437
1376	38474	17407
1377	38497	17376
1378	38519	17346
1379	38542	17316
1380	38565	17286
1381	38602	17262
1382	38630	17234
1383	38653	17204
1384	38676	17173
1385	38700	17144
1386	38722	17113
1387	38744	17083
1388	38767	17053
1389	38790	17023
1390	38822	16996
1391	38849	16968
1392	38872	16938
1393	38894	16908
1394	38918	16878
1395	38940	16848
1396	38964	16818
1397	38986	16788
1398	39009	16758
1399	39037	16730
1400	39068	16703
1401	39093	16674
1402	39116	16644
1403	39139	16614
1404	39163	16585
1405	39185	16555
1406	39208	16525
1407	39231	16495
1408	39267	16470
1409	39296	16443
1410	39318	16412
1411	39341	16382
1412	39365	16353
1413	39387	16323
1414	39411	16293
1415	39433	16263
1416	39456	16233
1417	39489	16208
1418	39520	16181
1419	39543	16151
1420	39569	16122
1421	39592	16093
1422	39618	16064
1423	39641	16034
1424	39663	16004
1425	39686	15974
1426	39727	15952
1427	39752	15923
1428	39774	15893
1429	39797	15863
1430	39820	15833
1431	39843	15803
1432	39866	15774
1433	39889	15744
1434	39912	15714
1435	39944	15688
1436	39975	15662
1437	39999	15632
1438	40021	15602
1439	40045	15573
1440	40068	15543
1441	40091	15513
1442	40113	15483
1443	40136	15454
1444	40178	15431
1445	40203	15402
1446	40226	15373
1447	40248	15343
1448	40272	15313
1449	40295	15284
1450	40317	15254
1451	40340	15224
1452	40363	15195
1453	40391	15167
1454	40428	15143
1455	40451	15113
1456	40474	15084
1457	40497	15054
1458	40519	15024
1459	40542	14995
1460	40565	14965
1461	40588	14936
1462	40632	14914
1463	40658	14885
1464	40680	14856
1465	40703	14826
1466	40726	14796
1467	40749	14767
1468	40771	14737
1469	40794	14708
1470	40817	14678
1471	40846	14651
1472	40880	14625
1473	40906	14597
1474	40934	14570
1475	40948	14537
1476	40971	14507
1477	40994	14478
1478	41017	14449
1479	41040	14419
1480	41080	14396
1481	41106	14367
1482	41128	14338
1483	41152	14308
1484	41175	14279
1485	41198	14250
1486	41220	14220
1487	41243	14191
1488	41266	14161
1489	41301	14136
1490	41327	14108
1491	41350	14079
1492	41373	14049
1493	41396	14020
1494	41419	13991
1495	41442	13961
1496	41464	13932
1497	41487	13903
1498	41514	13874
1499	41543	13847
1500	41570	13819
1501	41594	13790
1502	41617	13761
1503	41640	13732
1504	41662	13703
1505	41685	13673
1506	41707	13644
1507	41743	13619
1508	41770	13591
1509	41792	13561
1510	41815	13532
1511	41839	13503
1512	41862	13474
1513	41885	13445
1514	41907	13416
1515	41930	13386
1516	41959	13359
1517	41994	13334
1518	42016	13304
1519	42040	13275
1520	42063	13246
1521	42086	13217
1522	42109	13188
1523	42132	13159
1524	42155	13130
1525	42190	13105
1526	42216	13076
1527	42239	13047
1528	42262	13018
1529	42285	12989
1530	42308	12960
1531	42330	12931
1532	42353	12902
1533	42376	12873
1534	42405	12846
1535	42438	12820
1536	42462	12791
1537	42485	12762
1538	42508	12733
1539	42530	12703
1540	42553	12674
1541	42577	12646
1542	42600	12617
1543	42638	12592
1544	42663	12564
1545	42686	12535
1546	42708	12506
1547	42732	12477
1548	42754	12448
1549	42777	12419
1550	42800	12390
1551	42822	12361
1552	42857	12335
1553	42887	12308
1554	42910	12279
1555	42932	12250
1556	42955	12221
1557	42978	12192
1558	43001	12163
1559	43023	12134
1560	43047	12106
1561	43085	12081
1562	43111	12053
1563	43134	12024
1564	43157	11995
1565	43180	11967
1566	43202	11937
1567	43225	11909
1568	43248	11880
1569	43270	11851
1570	43301	11824
1571	43334	11798
1572	43357	11769
1573	43379	11740
1574	43402	11711
1575	43425	11683
1576	43448	11654
1577	43471	11625
1578	43493	11596
1579	43527	11570
1580	43566	11545
1581	43588	11517
1582	43611	11488
1583	43634	11459
1584	43657	11430
1585	43680	11402
1586	43703	11373
1587	43726	11344
1588	43769	11321
1589	43793	11292
1590	43815	11263
1591	43838	11235
1592	43861	11206
1593	43884	11177
1594	43906	11148
1595	43929	11120
1596	43967	11095
1597	43994	11067
1598	44016	11038
1599	44039	11009
1600	44063	10981
1601	44086	10952
1602	44108	10923
1603	44131	10895
1604	44174	10871
1605	44197	10842
1606	44220	10814
1607	44242	10785
1608	44266	10757
1609	44289	10728
1610	44312	10699
1611	44335	10671
1612	44377	10647
1613	44400	10618
1614	44423	10590
1615	44446	10561
1616	44469	10532
1617	44491	10504
1618	44514	10475
1619	44539	10447
1620	44570	10420
1621	44598	10393
1622	44622	10365
1623	44644	10336
1624	44667	10307
1625	44690	10279
1626	44712	10250
1627	44735	10222
1628	44766	10195
1629	44800	10169
1630	44824	10141
1631	44847	10112
1632	44870	10084
1633	44892	10055
1634	44915	10026
1635	44937	9998
1636	44960	9969
1637	44993	9943
1638	45023	9916
1639	45046	9888
1640	45069	9859
1641	45092	9831
1642	45114	9802
1643	45137	9774
1644	45160	9745
1645	45182	9717
1646	45228	9693
1647	45270	9669
1648	45293	9641
1649	45316	9612
1650	45339	9584
1651	45361	9555
1652	45384	9527
1653	45406	9498
1654	45429	9470
1655	45466	9444
1656	45489	9416
1657	45512	9387
1658	45536	9359
1659	45558	9331
1660	45581	9302
1661	45604	9274
1662	45627	9246
1663	45665	9220
1664	45689	9192
1665	45711	9164
1666	45735	9136
1667	45757	9107
